exo-mercat_name,name,host,letter,main_id,binary,ra_official,dec_official,mass,mass_max,mass_min,mass_url,msini,msini_max,msini_min,msini_url,bestmass,bestmass_max,bestmass_min,bestmass_url,bestmass_provenance,p,p_max,p_min,p_url,r,r_max,r_min,r_url,a,a_max,a_min,a_url,e,e_max,e_min,e_url,i,i_max,i_min,i_url,discovery_method,status,status_string,confirmed,discovery_year,final_alias,catalog,angular_separation,angular_separation_flag,binary_mismatch_flag,coordinate_mismatch,coordinate_mismatch_flag,duplicate_flag
WT 2353  f,TOI-178 f,TOI-178,f,WT 2353,,7.300000004,-30.453611123,0.02429,0.00525,0.00478,2021A&A...649A..26L,,,,,0.02429,0.00525,0.00478,2021A&A...649A..26L,Mass,15.231915,0.000115,9.5e-05,2021A&A...649A..26L,0.204,0.01,0.01,2021A&A...649A..26L,0.1039,0.0031,0.0031,2021A&A...649A..26L,,,,,88.723,0.071,0.069,2021A&A...649A..26L,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2019.0,"TIC 251848941,Gaia DR2 2318295979126499200,TYC 6991-475-1,WT 2353,2MASS J00291228-3027133,Gaia DR1 2318295974831251200,Gaia DR3 2318295979126499200,RAVE J002912.3-302713,TOI-178","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
WT 2353  g,TOI-178 g,TOI-178,g,WT 2353,,7.3020115,-30.453611123,0.0124,0.00412,0.0051,2021A&A...649A..26L,,,,,0.0124,0.00412,0.0051,2021A&A...649A..26L,Mass,20.7095,0.00014,0.00011,2021A&A...649A..26L,0.256,0.012,0.012,2021A&A...649A..26L,0.1275,0.0038,0.0039,2021A&A...649A..26L,,,,,88.823,0.045,0.047,2021A&A...649A..26L,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2020.0,"TIC 251848941,Gaia DR2 2318295979126499200,TYC 6991-475-1,WT 2353,2MASS J00291228-3027133,Gaia DR1 2318295974831251200,Gaia DR3 2318295979126499200,RAVE J002912.3-302713,TOI-178","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
HD  82139  b,TOI-1789 b,TOI-1789,b,HD  82139,,142.741666686,26.540000016,0.7,0.16,0.16,2022MNRAS.509.3339K,,,,,0.7,0.16,0.16,2022MNRAS.509.3339K,Mass,3.208664,1.5e-05,1.5e-05,2022MNRAS.509.3339K,1.4,0.22,0.13,eu,0.04882,0.00063,0.0016,2022MNRAS.509.3339K,,,,,78.41,0.36,0.58,2022MNRAS.509.3339K,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2021.0,"HD 82139,2MASS J09305841+2632246,Gaia DR3 646125297938578944,TYC 1962-303-1,Gaia DR2 646125297938578944,TIC 172518755,TOI-1789,HD  82139,BD+27  1764,Gaia DR1 646125293643666176","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
LP  375-23  b,TOI-1801 b,TOI-1801,b,LP  375-23,,175.575000006,23.026944453,,,,,,,,,,,,,Mass,10.643976,1.4e-05,1.4e-05,eu,0.1865,0.0054,0.0054,eu,,,,,,,,,89.5,0.34,0.4,eu,Transit,CONFIRMED,eu: CONFIRMED,1,2019.0,"LSPM J1142+2301,ASCC  777474,LP  375-23,TOI-1801,UCAC4 566-048008,UCAC2  40023355,PM J11423+2301,Gaia DR3 3980045523465047168,TIC 119584412,Gaia DR2 3980045523465047168,2MASS J11421839+2301365,TYC 1982-1985-1,NLTT 28297,** LDS  926A,USNO-B1.0 1130-00221451,HIP  57099,L 1332-24,Gaia DR1 3980045450450367104,HIC  57099,WDS J11423+2302A",['eu'],[0.0],0,0,,0,0
BD+39  2643  b,TOI-1807 b,TOI-1807,b,BD+39  2643,,201.2826259,38.922484999999995,0.00809,0.00157,0.00157,2022arXiv220603496N,,,,,0.00809,0.00157,0.00157,2022arXiv220603496N,Mass,0.549372,7e-06,7e-06,2021AJ....162...54H,0.16496,0.00384,0.00384,oec,0.00812,0.00037,0.00038,2021AJ....162...54H,,,,,77.7,1.1,1.2,2021AJ....162...54H,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2021.0,"Gaia DR3 1476485996883837184,HIP  65469,PPM  77165,BD+39  2643,WEB 11553,SAO  63527,Gaia DR2 1476485996883837184,GSC 03025-00731,2MASS J13250800+3855210,GCRV 64104,HIP 65469,TOI-1807,AG+39 1346,MCC 302,GEN# +0.03902643,TYC 3025-731-1,TIC 180695581,HIC  65469,Gaia DR1 1476485992587837440","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
TYC 7517-248-1  b,TOI-181 b,TOI-181,b,TYC 7517-248-1,,352.172541,-34.4914099,0.13,0.01,0.02,eu,,,,,0.13,0.01,0.02,eu,Mass,4.53206,2e-06,2e-06,eu,0.634,0.008,0.009,2023MNRAS.tmp..527M,0.0539,0.0043,0.0036,2023MNRAS.tmp..527M,0.1543,0.06,0.03,2023MNRAS.tmp..527M,88.4,0.34,0.31,eu,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED",2,2022.0,"Gaia DR1 6552346031684615808,Gaia DR3 6552346035980010624,TYC 7517-248-1,Gaia DR2 6552346035980010624,TIC 76923707,2MASS J23284126-3429289","['eu', 'nasa']",[0.0],0,0,,0,0
Cl* Melotte  111     AV    2291  b,TOI-1811 b,TOI-1811,b,Cl* Melotte  111     AV    2291,,188.9223576,27.2143766,0.974,0.076,0.076,eu,,,,,0.974,0.076,0.076,eu,Mass,3.7130765,1.7e-06,1.7e-06,2023MNRAS.tmp..609R,0.994,0.025,0.023,2023MNRAS.tmp..609R,0.04393,0.00058,0.00058,eu,0.061,0.061,0.042,eu,86.48,0.15,0.2,2023MNRAS.tmp..609R,Transit,CONFIRMED,"oec: CONFIRMED,nasa: CONFIRMED,eu: CONFIRMED",3,2022.0,"Gaia DR2 3962403923821595264,Gaia DR1 3962403923821595264,2MASS J12354142+2712518,Cl* Melotte  111     AV    2291,TIC 376524552,Gaia DR3 3962403923821595264,TYC 1992-307-1","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Cl* Melotte  111     AV    1961  b,TOI-1820 b,TOI-1820,b,Cl* Melotte  111     AV    1961,,187.68749999999997,27.4520016,2.3,0.2,0.2,2022arXiv220413956K,,,,,2.3,0.2,0.2,2022arXiv220413956K,Mass,4.860674,5e-06,5e-06,2022arXiv220413956K,1.14,0.02,0.02,2022arXiv220413956K,0.061,0.003,0.003,2022arXiv220413956K,0.043,0.008,0.008,2022arXiv220413956K,84.4,0.3,0.3,2022arXiv220413956K,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2022.0,"TOI-1820,Gaia DR3 4009018273332089088,Gaia DR2 4009018273332089088,GSC 01991-01863,TYC 1991-1863-1,Cl* Melotte  111     AV    1961,TIC 393831507,Gaia DR1 4009018269037686784,2MASS J12304475+2727076","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
TOI-1842  b,TOI-1842 b,TOI-1842,b,TOI-1842,,201.9626552,9.0306437,0.214,0.04,0.038,2022AJ....163...82W,,,,,0.214,0.04,0.038,2022AJ....163...82W,Mass,9.5739,0.0002,0.0001,2022AJ....163...82W,1.04,0.06,0.05,2022AJ....163...82W,0.1001,0.0007,0.0007,2022AJ....163...82W,,,,,88.4,0.9,1.5,2022AJ....163...82W,Transit,CONFIRMED,"nasa: CONFIRMED,eu: CONFIRMED,oec: CONFIRMED",3,2021.0,"Gaia DR2 3719927426253118848,2MASS J13275106+0901504,TYC  892-28-1,TIC 404505029,GSC 00892-00028,TOI-1842,Gaia DR3 3719927426253118848,Gaia DR1 3719927421957728768","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
TYC 1468-1031-1  b,TOI-1853 b,TOI-1853,b,TYC 1468-1031-1,,211.45833335,16.992500027,,,,,,,,,,,,,Mass,1.243702,0.000121,0.000114,eu,0.324465,0.0196,0.01646,eu,,,,,,,,,86.37,2.52,3.92,eu,Transit,CONFIRMED,eu: CONFIRMED,1,2019.0,"Gaia DR3 1233227944114002688,TIC 73540072,Gaia DR1 1233227944114002688,Gaia DR2 1233227944114002688,TYC 1468-1031-1,2MASS J14055031+1659326",['eu'],[0.0],0,0,,0,0
HD 134319  b,TOI-1860 b,TOI-1860,b,HD 134319,,226.45833335,64.047222234,0.0069,0.0041,0.0022,oec,,,,,0.0069,0.0041,0.0022,oec,Mass,1.062107,1e-06,1e-06,oec,0.1169,0.0036,0.0036,eu,0.0204,0.0002,0.0002,2022AJ....163...99G,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2022.0,"GC 20334,GJ 577A,[ZEH2003] RX J1505.8+6402  1,AGKR 13504,NSV 20246,PLX 3424.00,GCRV  8744,uvby98 100134319,GJ   577,HD 134319,PLX 3424,2MASS J15054990+6402499,PPM  19283,BD+64  1046,GEN# +1.00134319,TIC 202426247,Gaia DR1 1620024486815175808,HIP 73869,GSC 04183-00491,AG+64  713,PMC 90-93  3971,RX J1505.8+6402,USNO-B1.0 1540-00191846,1RXS J150549.2+640248,HIC  73869,LSPM J1505+6402,ASCC  132226,WEB 12617,TOI-1860,GJ   577 A,Gaia DR3 1620024491110370688,SPOCS  633,WDS J15058+6403Aa,SAO  16592,WDS J15058+6403AB,Gaia DR2 1620024491110370688,V* IU Dra,TYC 4183-491-1,HIP  73869","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
TOI-1899  b,TOI-1899 b,TOI-1899,b,TOI-1899,,299.42499999999995,40.1433462,0.66,0.07,0.07,2020AJ....160..147C,,,,,0.66,0.07,0.07,2020AJ....160..147C,Mass,29.02,0.36,0.23,2020AJ....160..147C,1.15,0.04,0.05,2020AJ....160..147C,0.1587,0.0067,0.0075,2020AJ....160..147C,0.118,0.073,0.077,2020AJ....160..147C,89.77,0.15,0.14,2020AJ....160..147C,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2020.0,"TIC 172370679,Gaia DR2 2073530190996615424,TOI-1899,Gaia DR3 2073530190996615424,UCAC4 651-082200,2MASS J19574239+4008357,WISE J195742.43+400836.0","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
CD-38 15670  c,TOI-193 c,TOI-193,c,CD-38 15670,,358.667547,-37.62802,,,,,0.124,0.0299,0.0299,eu,0.124,0.0299,0.0299,eu,Msini,1.516,0.021,0.021,eu,,,,,,,,,0.059,0.026,0.026,eu,,,,,TTV,CONFIRMED,eu: CONFIRMED,1,2019.0,"Gaia DR1 2307504062045842688,HIP 117883,WISEA J235440.43-373741.2,NLTT 58368,2MASS J23544020-3737408,LTT  9779,CPD-38  8578,HIC 117883,Gaia DR3 2307504062045842688,CD-38 15670,TOI-193,PPM 304331,TIC 183985250,SAO 214854,Gaia DR2 2307504062045842688,LTT 9779,CPC 18 12069,TYC 8015-1162-1,.01",['eu'],[0.0],0,0,,0,0
UCAC4 189-013837 A b,TOI-1937 A b,TOI-1937,b,UCAC4 189-013837,A,116.370833343,-52.383333341,2.01,0.17,0.16,2023ApJS..265....1Y,,,,,2.01,0.17,0.16,2023ApJS..265....1Y,Mass,0.94667944,4.7e-07,4.7e-07,2023ApJS..265....1Y,1.247,0.059,0.062,2023ApJS..265....1Y,0.01932,0.00035,0.00039,2023ApJS..265....1Y,,,,,77.0,0.44,0.49,2023ApJS..265....1Y,Transit,CONFIRMED,"nasa: CONFIRMED,eu: CONFIRMED",2,2022.0,"UCAC4 189-013837,WISE J074528.98-522259.6,TOI-1937,** CTI 1217A,WDS J07455-5223A,Gaia DR2 5489726768531119616,WISE J074528.97-522259.6,2MASS J07452898-5222599,Gaia DR3 5489726768531119616,TIC 268301217","['eu', 'nasa']",[0.0],0,0,,0,0
TYC 8954-1014-1  b,TOI-2000 b,TOI-2000,b,TYC 8954-1014-1,,146.395833345,-66.686666683,0.0324,0.0069,0.0069,eu,,,,,0.0324,0.0069,0.0069,eu,Mass,3.098331,2.1e-05,2.1e-05,eu,0.2355,0.0107,0.0107,eu,0.0426,0.00076,0.00067,eu,,,,,84.73,0.49,0.33,eu,Transit,CONFIRMED,eu: CONFIRMED,1,2022.0,,['eu'],[0.0008021138800698561],0,0,,0,0
TYC 8954-1014-1  c,TOI-2000 c,TOI-2000,c,TYC 8954-1014-1,,146.395833345,-66.686666683,0.2382,0.012,0.012,eu,,,,,0.2382,0.012,0.012,eu,Mass,9.1270553,7.3e-06,7.3e-06,eu,0.711,0.0107,0.0107,eu,0.0875,0.0016,0.0016,eu,0.064,0.023,0.023,eu,87.94,0.13,0.13,eu,Transit,CONFIRMED,eu: CONFIRMED,1,2022.0,,['eu'],[0.0008021138800698561],0,0,,0,0
HD  39474  b,TOI-201 b,TOI-201,b,HD  39474,,87.40172416666665,-54.91083336,0.42,0.05,0.03,2021AJ....161..235H,,,,,0.42,0.05,0.03,2021AJ....161..235H,Mass,52.97818,4e-05,4e-05,2021AJ....161..235H,1.008,0.012,0.015,2021AJ....161..235H,0.3,0.02,0.03,2021AJ....161..235H,0.28,0.06,0.09,2021AJ....161..235H,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,eu: CONFIRMED,oec: CONFIRMED",3,2021.0,"TIC 350618622,HIC  27515,GSC 08524-00391,Gaia DR1 4767547667180525696,Gaia DR3 4767547667180525696,HIP  27515,TYC 8524-391-1,Gaia DR2 4767547667180525696,HIP 27515,2MASS J05493641-5454386,CPC 19  1885,PPM 334647,SRS   6671,SAO 234150,TOI-201,CPD-54   903,RAVE J054936.4-545439,HD  39474,HD 39474,CD-54  1233","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
BD+29  2654  b,TOI-2018 b,TOI-2018,b,BD+29  2654,,229.837500007,29.207777788,,,,,,,,,,,,,Mass,7.435588,9e-06,9e-06,eu,0.2043,0.00027,0.0062,eu,,,,,,,,,88.8,0.75,0.01,eu,Transit,CONFIRMED,eu: CONFIRMED,1,2019.0,,['eu'],[0.0016974210966458662],0,0,,0,0
TYC 4595-797-1  b,TOI-2025 b,TOI-2025,b,TYC 4595-797-1,,282.795833337,82.245277792,4.4,0.4,0.4,eu,,,,,4.4,0.4,0.4,eu,Mass,8.8720982,7.7e-06,7.7e-06,2023MNRAS.tmp..609R,1.12,0.01,0.01,eu,0.0892,0.0018,0.0023,2023MNRAS.tmp..609R,0.44,0.03,0.03,eu,88.65,0.9,0.92,2023MNRAS.tmp..609R,Transit,CONFIRMED,"oec: CONFIRMED,nasa: CONFIRMED,eu: CONFIRMED",3,2022.0,"TOI-2025,Gaia DR1 2296342610275095936,Gaia DR2 2296342614570999552,Gaia DR3 2296342614570999552,TYC 4595-797-1,2MASS J18511077+8214436,TIC 394050135","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
UPM J0252-6741  b,TOI-203 b,TOI-203,b,UPM J0252-6741,,43.016666666666666,-67.687500017,,,,,,,,,,,,,Mass,,,,,,,,,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED",2,2018.0,"Gaia DR3 4647534190597951232,UCAC4 112-002492,TOI-203,2MASS J02520450-6741155,Gaia DR2 4647534190597951232,WISEA J025204.37-674113.9,WISE J025204.36-674114.0,TIC 259962054,UPM J0252-6741","['eu', 'oec']",[0.0],0,0,,0,0
TYC 4308-1029-1  b,TOI-2046 b,TOI-2046,b,TYC 4308-1029-1,,16.18333333333333,74.33138888888888,2.3,0.28,0.28,2022arXiv220501860K,,,,,2.3,0.28,0.28,2022arXiv220501860K,Mass,1.4971842,3e-06,3e-06,oec,1.44,0.11,0.11,2022arXiv220501860K,,,,,,,,,83.6,0.9,0.9,2022arXiv220501860K,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2022.0,"TYC 4308-1029-1,Gaia DR3 538759464958942208,2MASS J01044435+7419527,TIC 468574941,TOI-2046,Gaia DR2 538759464958942208,Gaia DR1 538759460659663232","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
TYC 3496-1082-1  b,TOI-2048 b,TOI-2048,b,TYC 3496-1082-1,,237.925000014,52.30638888888888,,,,,,,,,,,,,Mass,13.79019,0.00065,0.00084,2022AJ....164..115N,0.233,0.015,0.014,2022AJ....164..115N,0.19,0.01,0.01,eu,0.13,0.18,0.09,2022AJ....164..115N,89.41,0.4,0.4,eu,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2022.0,"TYC 3496-1082-1,Gaia DR1 1404488390652463872,2MASS J15514181+5218226,Gaia DR2 1404488390652463872,Gaia DR3 1404488390652463872,TIC 159873822,TOI-2048","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
TOI-206  b,TOI-206 b,TOI-206,b,TOI-206,,73.73720833333334,-62.52236944444444,0.0069,0.0041,0.0022,oec,,,,,0.0069,0.0041,0.0022,oec,Mass,0.7363104,3e-07,3e-07,2022AJ....163...99G,0.116,0.004,0.004,2022AJ....163...99G,0.0112,0.0001,0.0001,2022AJ....163...99G,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2022.0,"TOI-206,Gaia DR3 4665277593852295424,Gaia DR2 4665277593852295424,TIC 55650590,2MASS J04545692-6231205,WISEA J045457.09-623119.3","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
BD+40  2790  b,TOI-2076 b,TOI-2076,b,BD+40  2790,,217.3926783333333,39.7903991,,,,,,,,,,,,,Mass,10.35566,6e-05,6e-05,eu,0.2928,0.00384,0.00384,eu,0.0682,0.0013,0.0013,2022arXiv220303194O,,,,,88.9,0.11,0.11,2021AJ....162...54H,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2021.0,"2MASS J14293425+3947255,Gaia DR3 1490845584382687232,TYC 3036-481-1,GSC 03036-00481,TOI-2076,Gaia DR2 1490845584382687232,WISEA J142934.13+394725.4,PPM  77943,AG+40 1403,Gaia DR1 1490845580086869760,TIC 27491137,BD+40  2790,SAO  45074","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
BD+40  2790  c,TOI-2076 c,TOI-2076,c,BD+40  2790,,217.3926783333333,39.7903991,,,,,,,,,,,,,Mass,21.01538,0.00084,0.00074,2022arXiv220303194O,0.39594,0.0041,0.0041,eu,0.1093,0.0021,0.0021,2022arXiv220303194O,,,,,89.84,0.12,0.12,2021AJ....162...54H,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2021.0,"2MASS J14293425+3947255,Gaia DR3 1490845584382687232,TYC 3036-481-1,GSC 03036-00481,TOI-2076,Gaia DR2 1490845584382687232,WISEA J142934.13+394725.4,PPM  77943,AG+40 1403,Gaia DR1 1490845580086869760,TIC 27491137,BD+40  2790,SAO  45074","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
BD+40  2790  d,TOI-2076 d,TOI-2076,d,BD+40  2790,,217.3920159,39.79042913888889,,,,,,,,,,,,,Mass,35.12537,0.00067,0.00067,2022arXiv220303194O,0.3693,0.0062,0.0062,eu,0.1539,0.0029,0.0029,2022arXiv220303194O,,,,,88.607,0.036,0.037,2021AJ....162...54H,Transit,CONFIRMED,"nasa: CONFIRMED,eu: CONFIRMED,oec: CONFIRMED",3,2021.0,"2MASS J14293425+3947255,Gaia DR3 1490845584382687232,TYC 3036-481-1,GSC 03036-00481,TOI-2076,Gaia DR2 1490845584382687232,WISEA J142934.13+394725.4,PPM  77943,AG+40 1403,Gaia DR1 1490845580086869760,TIC 27491137,BD+40  2790,SAO  45074","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
UCAC4 716-056861  b,TOI-2081 b,TOI-2081,b,UCAC4 716-056861,,264.3041666666667,53.025555563,0.016,0.0151,0.0076,oec,,,,,0.016,0.0151,0.0076,oec,Mass,10.50534,7e-05,8e-05,2022arXiv220610643E,0.182,0.045,0.048,2022arXiv220610643E,0.0752,0.0047,0.0119,2022arXiv220610643E,,,,,89.34,0.46,0.73,2022arXiv220610643E,Transit,CONFIRMED,"oec: CONFIRMED,nasa: CONFIRMED,eu: CONFIRMED",3,2022.0,"TIC 321669174,UCAC4 716-056861,Gaia DR3 1416730563570869376,WISE J173712.60+530132.2,Gaia DR2 1416730563570869376,WISEA J173712.60+530132.2,WISE J173712.61+530132.2,TOI-2081,2MASS J17371272+5301326","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
LSPM J1902+7525  b,TOI-2095 b,TOI-2095,b,LSPM J1902+7525,,285.636636,75.4185,,,,,,,,,,,,,Mass,17.774872,4.5e-05,5e-05,eu,0.1115,0.0062,0.0062,eu,0.101,0.005,0.005,eu,0.12,0.19,0.08,eu,89.67,0.16,0.1,eu,Transit,CONFIRMED,eu: CONFIRMED,1,2023.0,"2MASS J19023192+7525070,Gaia DR2 2268372099615724288,PM J19025+7525,USNO-B1.0 1654-00089490,TIC 235678745,LSPM J1902+7525,UCAC4 828-018862,TOI-2095,Gaia DR3 2268372099615724288",['eu'],[0.0],0,0,,0,0
LSPM J1902+7525  c,TOI-2095 c,TOI-2095,c,LSPM J1902+7525,,285.636636,75.4185,,,,,,,,,,,,,Mass,28.17221,0.00014,0.00014,eu,0.1187,0.0071,0.0071,eu,0.137,0.006,0.006,eu,0.13,0.18,0.09,eu,89.9,0.006,0.009,eu,Transit,CONFIRMED,eu: CONFIRMED,1,2023.0,"2MASS J19023192+7525070,Gaia DR2 2268372099615724288,PM J19025+7525,USNO-B1.0 1654-00089490,TIC 235678745,LSPM J1902+7525,UCAC4 828-018862,TOI-2095,Gaia DR3 2268372099615724288",['eu'],[0.0],0,0,,0,0
UCAC4 825-014225  b,TOI-2096 b,TOI-2096,b,UCAC4 825-014225,,151.6186989,74.827222247,,,,,,,,,,,,,Mass,3.1190633,1e-05,9.3e-06,2023arXiv230308174P,0.11089,0.00687,0.00687,eu,0.025,0.001,0.001,2023arXiv230308174P,0.15,0.27,0.12,2023arXiv230308174P,89.24,0.49,0.49,2023arXiv230308174P,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED",2,2022.0,"TIC 142748283,2MASS J10062860+7449391,Gaia DR2 1126422935076082176,UCAC4 825-014225,WISE J100628.54+744938.4","['eu', 'nasa']",[0.0],0,0,,0,0
UCAC4 825-014225  c,TOI-2096 c,TOI-2096,c,UCAC4 825-014225,,151.6186989,74.827222247,,,,,,,,,,,,,Mass,6.38784,1.2e-05,1.2e-05,2023arXiv230308174P,0.171,0.008,0.008,2023arXiv230308174P,0.04,0.002,0.002,2023arXiv230308174P,0.1,0.17,0.06,2023arXiv230308174P,89.56,0.26,0.23,2023arXiv230308174P,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED",2,2022.0,"TIC 142748283,2MASS J10062860+7449391,Gaia DR2 1126422935076082176,UCAC4 825-014225,WISE J100628.54+744938.4","['eu', 'nasa']",[0.0],0,0,,0,0
BD+16  3058  b,TOI-2109 b,TOI-2109,b,BD+16  3058,,253.18749999999997,16.580000022,5.02,0.75,0.75,2021AJ....162..256W,,,,,5.02,0.75,0.75,2021AJ....162..256W,Mass,0.67247414,3e-08,2.8e-07,2021AJ....162..256W,1.347,0.047,0.047,2021AJ....162..256W,0.01791,0.00065,0.00065,2021AJ....162..256W,,,,,70.74,0.37,0.37,2021AJ....162..256W,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2021.0,"TIC 392476080,Gaia DR1 4558177975824411904,TYC 1521-208-1,BD+16  3058,GSC 01521-00208,2MASS J16524472+1634478,AG+16 1628,Gaia DR3 4558177980124887936,TOI-2109,Gaia DR2 4558177980120149632,PPM 132773","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
G 204-45  b,TOI-2134 b,TOI-2134,b,G 204-45,,271.937500015,39.073055562,,,,,,,,,,,,,Mass,9.229197,4e-06,4e-06,eu,0.1775,0.0116,0.0062,eu,,,,,,,,,89.27,0.47,0.85,eu,Transit,CONFIRMED,eu: CONFIRMED,1,2019.0,,['eu'],[0.0020926047604099044],0,0,,0,0
LSPM J1844+3633  b,TOI-2136 b,TOI-2136,b,LSPM J1844+3633,,281.17499999999995,36.56305555555555,0.02004,0.00771,0.00721,2022MNRAS.tmp.1417G,,,,,0.02004,0.00771,0.00721,2022MNRAS.tmp.1417G,Mass,7.851926,1.6e-05,1.6e-05,oec,0.1865,0.0071,0.0071,eu,0.0533,0.00015,0.00015,oec,0.07,0.09,0.025,eu,89.441,0.003,0.003,eu,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2022.0,"2MASS J18444236+3633445,TOI-2136,Gaia DR2 2096535783864546944,USNO-B1.0 1265-00294202,TIC 336128819,Gaia DR3 2096535783864546944,LSPM J1844+3633","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
BD+40  3172  b,TOI-2145 b,TOI-2145,b,BD+40  3172,,263.75833333333327,40.6950428,5.35,0.35,0.35,eu,,,,,5.35,0.35,0.35,eu,Mass,10.261081,2.7e-05,2.7e-05,eu,1.069,0.029,0.028,2023MNRAS.tmp..609R,0.1108,0.0015,0.0015,eu,0.208,0.034,0.047,2023MNRAS.tmp..609R,88.1,1.3,1.2,2023MNRAS.tmp..609R,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2022.0,"2MASS J17350195+4041421,TIC 88992642,HIC  86040,GSC 03091-00842,HIP 86040,AG+40 1609,SAO  46812,Gaia DR2 1344163891352965632,BD+40  3172,PPM  56316,HIP  86040,Gaia DR3 1344163891352965632,Gaia DR1 1344163891352965632,TOI-2145,TYC 3091-842-1","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
TYC 4498-1400-1 A b,TOI-2152 A b,TOI-2152,b,TYC 4498-1400-1,A,26.337500007,77.78999999999999,2.83,0.38,0.37,2023MNRAS.tmp..609R,,,,,2.83,0.38,0.37,2023MNRAS.tmp..609R,Mass,3.3773512,6e-06,6e-06,eu,1.281,0.05,0.046,2023MNRAS.tmp..609R,0.05064,0.001,0.001,eu,0.057,0.068,0.04,2023MNRAS.tmp..609R,86.42,1.4,0.85,2023MNRAS.tmp..609R,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2022.0,"Gaia DR2 562109759036198272,Gaia DR3 562109759036198272,2MASS J01452120+7747244,Gaia DR1 562109754739015552,TYC 4498-1400-1,TIC 395393265","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
TYC 4617-138-1  b,TOI-2154 b,TYC 4617-138-1,b,TYC 4617-138-1,,71.029166669,84.3642652,0.92,0.19,0.18,2023MNRAS.tmp..609R,,,,,0.92,0.19,0.18,2023MNRAS.tmp..609R,Mass,3.8240801,2.5e-06,2.5e-06,2023MNRAS.tmp..609R,1.453,0.053,0.048,2023MNRAS.tmp..609R,0.0513,0.0011,0.0013,2023MNRAS.tmp..609R,0.117,0.1,0.079,2023MNRAS.tmp..609R,83.37,0.55,0.75,2023MNRAS.tmp..609R,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2022.0,"Gaia DR1 570653406764048768,TOI-2154,2MASS J04440676+8421511,Gaia DR2 570653411060484480,GSC 04617-00138,TYC 4617-138-1,TIC 428787891,Gaia DR3 570653411060484480","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
